country_code,country_name,year,forest_area_sqkm,total_area_sqkm,forest_percetage,region,income_group
KOR,"Korea, Rep.",2001,62813.99902,96739.9965,435.561920685062,East Asia & Pacific,High income
KWT,Kuwait,2001,49.89999771,17820.0029,1.87841818274031,Middle East & North Africa,High income
LAO,Lao PDR,2001,165947.3047,230800.0023,482.318502411068,East Asia & Pacific,Lower middle income
LBN,Lebanon,2001,1321.000061,10230.0079,86.6216389646591,Middle East & North Africa,Upper middle income
LBR,Liberia,2001,45990,96320.0021,320.292267726186,Sub-Saharan Africa,Low income
LBY,Libya,2001,2170,1759539.9913,0.827294467416178,Middle East & North Africa,Upper middle income
LCA,St. Lucia,2001,211.3999939,609.9968,232.475366933169,Latin America & Caribbean,Upper middle income
LIE,Liechtenstein,2001,69.00000095,160.0102,289.268375623988,Europe & Central Asia,High income
LKA,Sri Lanka,2001,21771.99951,62710.0124,232.895425026309,South Asia,Lower middle income
LSO,Lesotho,2001,422.0000076,30360.0059,9.32416897515017,Sub-Saharan Africa,Lower middle income
LTU,Lithuania,2001,20401.99951,62679.9943,218.345030884968,Europe & Central Asia,High income
LUX,Luxembourg,2001,866.9999695,2429.9898,239.339378930848,Europe & Central Asia,High income
LVA,Latvia,2001,32521.99951,62196.001,350.763427560288,Europe & Central Asia,High income
MAC,"Macao SAR, China",2001,,26.0036,,East Asia & Pacific,High income
MAF,St. Martin (French part),2001,10,54.39,123.333333333333,Latin America & Caribbean,High income
MAR,Morocco,2001,50746.00098,446299.994,76.2736396482985,Middle East & North Africa,Lower middle income
MCO,Monaco,2001,,1.9943,,Europe & Central Asia,High income
MDA,Moldova,2001,3317.999878,32879.9982,67.693054136517,Europe & Central Asia,Lower middle income
MDG,Madagascar,2001,129860,581540.0038,149.794315147336,Sub-Saharan Africa,Low income
MDV,Maldives,2001,10,299.9997,22.360355693689,South Asia,Upper middle income
MEX,Mexico,2001,677013.9844,1943950.0115,233.621105578189,Latin America & Caribbean,Upper middle income
MHL,Marshall Islands,2001,126.4000034,180.005,471.04461698705,East Asia & Pacific,Upper middle income
MKD,North Macedonia,2001,9614.000244,25429.9927,253.604772119248,Europe & Central Asia,Upper middle income
MLI,Mali,2001,58210,1220189.9997,32.0014506835824,Sub-Saharan Africa,Low income
MLT,Malta,2001,3.49999994,319.9945,7.33711035580736,Middle East & North Africa,High income
MMR,Myanmar,2001,345586.0156,653540.0095,354.718229572502,East Asia & Pacific,Lower middle income
MNE,Montenegro,2001,6260,13449.9995,312.213439115741,Europe & Central Asia,Upper middle income
MNG,Mongolia,2001,116352.002,1553560.0108,50.2395053419458,East Asia & Pacific,Lower middle income
MNP,Northern Mariana Islands,2001,317.9999924,460.0099,463.723878337931,East Asia & Pacific,High income
MOZ,Mozambique,2001,409661.9922,786379.9958,349.45619478547,Sub-Saharan Africa,Low income
MRT,Mauritania,2001,3070,1030700.0053,1.99804665703925,Sub-Saharan Africa,Lower middle income
MUS,Mauritius,2001,411.5999985,2029.9902,136.013166464442,Sub-Saharan Africa,Upper middle income
MWI,Malawi,2001,35340,94279.9886,251.447054163093,Sub-Saharan Africa,Low income
MYS,Malaysia,2001,214508.0078,328549.9952,437.967185556416,East Asia & Pacific,Upper middle income
NAM,Namibia,2001,79577.99805,823290.0081,64.8395053343542,Sub-Saharan Africa,Upper middle income
NCL,New Caledonia,2001,8390,18280.0128,307.882492292347,East Asia & Pacific,High income
NER,Niger,2001,13155.99976,1266700.0024,6.96706101072444,Sub-Saharan Africa,Low income
NGA,Nigeria,2001,127274.0039,910770.0035,93.7412016514211,Sub-Saharan Africa,Lower middle income
NIC,Nicaragua,2001,37440,120339.9988,208.701401449574,Latin America & Caribbean,Lower middle income
NLD,Netherlands,2001,3610,33760.0025,71.730566370663,Europe & Central Asia,High income
NOR,Norway,2001,121087.998,365243.9756,222.391183331485,Europe & Central Asia,High income
NPL,Nepal,2001,38471.99951,143349.9991,180.030709126828,South Asia,Low income
NRU,Nauru,2001,,19.9948,,East Asia & Pacific,Upper middle income
NZL,New Zealand,2001,101477.998,263309.9931,258.525910987842,East Asia & Pacific,High income
OMN,Oman,2001,20,309500.0013,0.0433479804318178,Middle East & North Africa,High income
PAK,Pakistan,2001,20731.99951,770880.0113,18.0407227940055,South Asia,Lower middle income
PAN,Panama,2001,48500,74339.993,437.641754956851,Latin America & Caribbean,High income
PER,Peru,2001,760232.0313,1279999.9891,398.415041608654,Latin America & Caribbean,Upper middle income
PHL,Philippines,2001,70363.99902,298169.9945,158.301891717029,East Asia & Pacific,Lower middle income
PLW,Palau,2001,397.2999954,460.0099,579.363204822927,East Asia & Pacific,High income
PNG,Papua New Guinea,2001,335971.9922,452859.9978,497.666769382478,East Asia & Pacific,Lower middle income
POL,Poland,2001,90872.00195,306290.0071,199.020034003844,Europe & Central Asia,High income
PRI,Puerto Rico,2001,4526.499939,8869.9989,342.324892969332,Latin America & Caribbean,High income
PRK,"Korea, Dem. People’s Rep.",2001,68062.00195,120410.0065,379.176721729348,East Asia & Pacific,Low income
PRT,Portugal,2001,33336.00098,91500.0121,244.394752570681,Europe & Central Asia,High income
PRY,Paraguay,2001,191894.0039,397299.9912,323.998035759732,Latin America & Caribbean,Upper middle income
PSE,West Bank and Gaza,2001,91.00000381,6019.9888,10.1401704527733,Middle East & North Africa,Lower middle income
PYF,French Polynesia,2001,1100,3660.0067,201.60919377552,East Asia & Pacific,High income
QAT,Qatar,2001,,11610.0117,,Middle East & North Africa,High income
ROU,Romania,2001,63710,229710.0008,186.048952815118,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2001,8091728.125,16380440.0039,331.371571352107,Europe & Central Asia,Upper middle income
RWA,Rwanda,2001,3522.000122,24670.009,95.7678167786165,Sub-Saharan Africa,Low income
SAU,Saudi Arabia,2001,9770,2149690.0026,3.04872502178143,Middle East & North Africa,High income
SDN,Sudan,2001,,,,Sub-Saharan Africa,Lower middle income
SEN,Senegal,2001,88530,192530.0069,308.454823516656,Sub-Saharan Africa,Low income
SGP,Singapore,2001,163.5000038,670.0071,163.69593329545,East Asia & Pacific,High income
SLB,Solomon Islands,2001,22626.00098,27990.0005,542.256071677948,East Asia & Pacific,Lower middle income
SLE,Sierra Leone,2001,29023.99902,72180.0107,269.736573793639,Sub-Saharan Africa,Low income
SLV,El Salvador,2001,3273.999939,20720,105.995748025125,Latin America & Caribbean,Lower middle income
SMR,San Marino,2001,,60.0103,,Europe & Central Asia,High income
SOM,Somalia,2001,74382.00195,627340.0098,79.5361206819675,Sub-Saharan Africa,Low income
SRB,Serbia,2001,24760,87460.0006,189.906877270248,Europe & Central Asia,Upper middle income
SSD,South Sudan,2001,,,,Sub-Saharan Africa,Low income
STP,Sao Tome and Principe,2001,560,960.0094,391.302001834565,Sub-Saharan Africa,Lower middle income
SUR,Suriname,2001,153870,155999.9994,661.650866006349,Latin America & Caribbean,Upper middle income
SVK,Slovak Republic,2001,19231.99951,48100.0037,268.212403303892,Europe & Central Asia,High income
SVN,Slovenia,2001,12350,20139.9954,411.345848668863,Europe & Central Asia,High income
SWE,Sweden,2001,281740,410339.9937,460.579062001384,Europe & Central Asia,High income
SWZ,Eswatini,2001,5225.999756,17200.0087,203.816925762506,Sub-Saharan Africa,Lower middle income
SXM,Sint Maarten (Dutch part),2001,,34.0067,,Latin America & Caribbean,High income
SYC,Seychelles,2001,406.6999817,460.0099,593.070746356061,Sub-Saharan Africa,High income
SYR,Syrian Arab Republic,2001,4377.999878,183780.0027,15.9800090054149,Middle East & North Africa,Low income
TCA,Turks and Caicos Islands,2001,344.0000153,950.012,242.900774162214,Latin America & Caribbean,High income
TCD,Chad,2001,62890,1259200.0099,33.5032088376098,Sub-Saharan Africa,Low income
TGO,Togo,2001,4660,54390,57.4733333333333,Sub-Saharan Africa,Low income
THA,Thailand,2001,168288.0078,510890.0097,220.96591510687,East Asia & Pacific,Upper middle income
TJK,Tajikistan,2001,4100,139959.9999,19.6507645181843,Europe & Central Asia,Low income
TKM,Turkmenistan,2001,41270,469929.9885,58.9116025311928,Europe & Central Asia,Upper middle income
TLS,Timor-Leste,2001,8427.999878,14869.9929,380.20102875511,East Asia & Pacific,Lower middle income
TON,Tonga,2001,90,719.9941,83.8519371200403,East Asia & Pacific,Upper middle income
TTO,Trinidad and Tobago,2001,2328.800049,5129.9871,304.519744478439,Latin America & Caribbean,High income
TUN,Tunisia,2001,8525.999756,155360.0104,36.8133722545268,Middle East & North Africa,Lower middle income
TUR,Turkey,2001,102787.998,769629.9996,89.5900848124632,Europe & Central Asia,Upper middle income
TUV,Tuvalu,2001,10,29.9922,223.661485319516,East Asia & Pacific,Upper middle income
TZA,Tanzania,2001,515200,885799.9948,390.157274812393,Sub-Saharan Africa,Low income
UGA,Uganda,2001,37810,199810.0048,126.937217810427,Sub-Saharan Africa,Low income
UKR,Ukraine,2001,95230,579350.0034,110.263633252962,Europe & Central Asia,Lower middle income
URY,Uruguay,2001,14001.19995,175020.0011,53.6632663663005,Latin America & Caribbean,High income
USA,United States,2001,3037801.875,9161920.0015,222.419304625572,North America,High income
UZB,Uzbekistan,2001,32286.00098,425399.989,50.91154884208,Europe & Central Asia,Lower middle income
VCT,St. Vincent and the Grenadines,2001,260,390.0022,447.204143976624,Latin America & Caribbean,Upper middle income
VEN,"Venezuela, RB",2001,488633.9844,882050.0115,371.612220170992,Latin America & Caribbean,Upper middle income
VGB,British Virgin Islands,2001,36.70000076,150.0128,164.110845939917,Latin America & Caribbean,High income
VIR,Virgin Islands (U.S.),2001,201.2000084,350.0126,385.606054281486,Latin America & Caribbean,High income
VNM,Vietnam,2001,119970,311090.0023,258.693867064207,East Asia & Pacific,Lower middle income
VUT,Vanuatu,2001,4400,12189.9904,242.13013326081,East Asia & Pacific,Lower middle income
WLD,World,2001,40510303.3,127374346.7773,213.345286898193,World,NULL
WSM,Samoa,2001,1710,2829.9894,405.331942232716,East Asia & Pacific,Upper middle income
XKX,Kosovo,2001,,10886.9873,,Europe & Central Asia,Lower middle income
YEM,"Yemen, Rep.",2001,5490,527969.9978,6.97529578450603,Middle East & North Africa,Low income
ZAF,South Africa,2001,92410,1213090.0068,51.1005380907569,Sub-Saharan Africa,Upper middle income
ZMB,Zambia,2001,509673.9844,743390.0103,459.912563712539,Sub-Saharan Africa,Lower middle income
ZWE,Zimbabwe,2001,185670,386849.9887,321.957596841465,Sub-Saharan Africa,Low income
ABW,Aruba,2000,4.199999869,180.005,15.651798072964,Latin America & Caribbean,High income
AFG,Afghanistan,2000,13500,652860.005,13.8711744181664,South Asia,Low income
AGO,Angola,2000,597280,1246699.9965,321.377555085282,Sub-Saharan Africa,Lower middle income
ALB,Albania,2000,7692.999878,27399.9985,188.340931776371,Europe & Central Asia,Upper middle income
AND,Andorra,2000,160,470.0073,228.357304237615,Europe & Central Asia,High income
ARE,United Arab Emirates,2000,3100,71020.0015,29.2806386381166,Middle East & North Africa,High income
ARG,Argentina,2000,318600,2736690.0113,78.0943640374078,Latin America & Caribbean,High income
ARM,Armenia,2000,3330,28470.0052,78.4614292940136,Europe & Central Asia,Upper middle income
ASM,American Samoa,2000,180.4999924,199.9998,605.406604915825,East Asia & Pacific,Upper middle income
ATG,Antigua and Barbuda,2000,100,439.9892,152.460560395573,Latin America & Caribbean,High income
AUS,Australia,2000,1288410,7682300.01,112.502546239404,East Asia & Pacific,High income
AUT,Austria,2000,38380,82580.0003,311.766622747276,Europe & Central Asia,High income
AZE,Azerbaijan,2000,8717.999878,82604.9938,70.7962222274409,Europe & Central Asia,Upper middle income
BDI,Burundi,2000,1980,25680.0054,51.7213208997222,Sub-Saharan Africa,Low income
BEL,Belgium,2000,6672.999878,30280.0008,147.830744052067,Europe & Central Asia,High income
BEN,Benin,2000,50610,112760.0012,301.079227906216,Sub-Saharan Africa,Low income
BFA,Burkina Faso,2000,62480,273600.0113,153.18789133398,Sub-Saharan Africa,Low income
BGD,Bangladesh,2000,14680,130170.0071,75.6509968723817,South Asia,Lower middle income
BGR,Bulgaria,2000,33750,110630.0111,204.644628296526,Europe & Central Asia,Upper middle income
BHR,Bahrain,2000,3.700000048,709.9967,3.49578671590851,Middle East & North Africa,High income
BHS,"Bahamas, The",2000,5150,10009.9874,345.122462391911,Latin America & Caribbean,High income
BIH,Bosnia and Herzegovina,2000,21850,51200.0006,286.273404848359,Europe & Central Asia,Upper middle income
BLR,Belarus,2000,82730,202839.994,273.595508487345,Europe & Central Asia,Upper middle income
BLZ,Belize,2000,14593.00049,22810.0005,429.15959860224,Latin America & Caribbean,Upper middle income
BMU,Bermuda,2000,10,54.0015,124.220623501199,North America,High income
BOL,Bolivia,2000,600910,1083300.0045,372.100466561015,Latin America & Caribbean,Lower middle income
BRA,Brazil,2000,5212740,8358139.9972,418.365583798719,Latin America & Caribbean,Upper middle income
BRB,Barbados,2000,63.00000191,429.9918,98.2833423364052,Latin America & Caribbean,High income
BRN,Brunei Darussalam,2000,3970,5270.0025,505.334807715936,East Asia & Pacific,High income
BTN,Bhutan,2000,26060,39800.012,439.22872686571,South Asia,Lower middle income
BWA,Botswana,2000,125350,566729.9953,148.370536582396,Sub-Saharan Africa,Upper middle income
CAF,Central African Republic,2000,224040,622980.0038,241.240925042994,Sub-Saharan Africa,Low income
CAN,Canada,2000,3478020,9093509.9948,256.566562035358,North America,High income
CHE,Switzerland,2000,11940,39523.9957,202.648321814285,Europe & Central Asia,High income
CHI,Channel Islands,2000,8.000000119,198.0055,27.1026818943231,Europe & Central Asia,High income
CHL,Chile,2000,158340,743532.02,142.853370860881,Latin America & Caribbean,High income
CHN,China,2000,1770005,9388220.0083,126.470944758462,East Asia & Pacific,Upper middle income
CIV,Cote d'Ivoire,2000,103280,317999.9928,217.865592354189,Sub-Saharan Africa,Lower middle income
CMR,Cameroon,2000,221160,472709.9909,313.842191736929,Sub-Saharan Africa,Lower middle income
COD,"Congo, Dem. Rep.",2000,1572490,2267049.9992,465.292788986672,Sub-Saharan Africa,Low income
COG,"Congo, Rep.",2000,225560,341499.9952,443.068537999206,Sub-Saharan Africa,Lower middle income
COL,Colombia,2000,617984.4141,1109500.0042,373.636884410226,Latin America & Caribbean,Upper middle income
COM,Comoros,2000,450,1860.9927,162.20617093232,Sub-Saharan Africa,Low income
CPV,Cabo Verde,2000,820.8999634,4029.9882,136.642560007584,Sub-Saharan Africa,Lower middle income
CRI,Costa Rica,2000,23760,51060.0111,312.151236488862,Latin America & Caribbean,Upper middle income
CUB,Cuba,2000,24350,107399.9962,152.087747466792,Latin America & Caribbean,Upper middle income
CUW,Curacao,2000,,444.0037,,Latin America & Caribbean,High income
CYM,Cayman Islands,2000,126.9999981,239.9894,354.985964902871,Latin America & Caribbean,High income
CYP,Cyprus,2000,1716.100006,9240.0063,124.586175338956,Europe & Central Asia,High income
CZE,Czech Republic,2000,26370,77270.0082,228.92788692625,Europe & Central Asia,High income
DEU,Germany,2000,113540,348950.0007,218.265560244201,Europe & Central Asia,High income
DJI,Djibouti,2000,55.99999905,23180.0079,1.62059303537729,Middle East & North Africa,Lower middle income
DMA,Dominica,2000,473.3000183,750.0122,423.318961045998,Latin America & Caribbean,Upper middle income
DNK,Denmark,2000,5855,42430.0016,92.5664011759076,Europe & Central Asia,High income
DOM,Dominican Republic,2000,14860,48310.0009,206.338986013142,Latin America & Caribbean,Upper middle income
DZA,Algeria,2000,15790,2381739.9907,4.44720663941447,Middle East & North Africa,Upper middle income
ECU,Ecuador,2000,137289.1992,248359.9951,370.81240752268,Latin America & Caribbean,Upper middle income
EGY,"Egypt, Arab Rep.",2000,590,995450.0017,0.397586919809234,Middle East & North Africa,Lower middle income
ERI,Eritrea,2000,15760,101000.0026,104.672924038123,Sub-Saharan Africa,Low income
ESP,Spain,2000,169769.3945,498999.9931,228.22246312481,Europe & Central Asia,High income
EST,Estonia,2000,22430,42390.012,354.948432191998,Europe & Central Asia,High income
ETH,Ethiopia,2000,137050,1000000.0101,91.9345095714614,Sub-Saharan Africa,Low income
FIN,Finland,2000,224450,304590.0088,494.314652976234,Europe & Central Asia,High income
FJI,Fiji,2000,9804.400024,18269.9895,359.98321619722,East Asia & Pacific,Upper middle income
FRA,France,2000,152890,547566.9997,187.301537448733,Europe & Central Asia,High income
FRO,Faroe Islands,2000,0.799999982,1396.01,0.384415575766234,Europe & Central Asia,High income
FSM,"Micronesia, Fed. Sts.",2000,638.6000061,699.9993,611.970997816628,East Asia & Pacific,Lower middle income
GAB,Gabon,2000,220000,257670.0091,572.741082733947,Sub-Saharan Africa,Upper middle income
GBR,United Kingdom,2000,29540,241930.0093,81.9068599936601,Europe & Central Asia,High income
GEO,Georgia,2000,27606.00098,69490.0108,266.489835074163,Europe & Central Asia,Lower middle income
GHA,Ghana,2000,89090,227539.9952,262.645970645604,Sub-Saharan Africa,Lower middle income
GIB,Gibraltar,2000,,9.9974,,Europe & Central Asia,High income
GIN,Guinea,2000,69040,245720.0081,188.477620353782,Sub-Saharan Africa,Low income
GMB,"Gambia, The",2000,4610,10120.0106,305.576172024958,Sub-Saharan Africa,Low income
GNB,Guinea-Bissau,2000,21200,28119.9926,505.731712034661,Sub-Saharan Africa,Low income
GNQ,Equatorial Guinea,2000,17430,28050.0108,416.834716512836,Sub-Saharan Africa,Upper middle income
GRC,Greece,2000,36010,128900.0006,187.400061967106,Europe & Central Asia,High income
GRD,Grenada,2000,169.8999977,339.9893,335.218247918793,Latin America & Caribbean,Upper middle income
GRL,Greenland,2000,2.199999988,410449.991,0.00359552204728951,Europe & Central Asia,High income
GTM,Guatemala,2000,42080,107160.0068,263.416228152012,Latin America & Caribbean,Upper middle income
GUM,Guam,2000,250,539.9891,310.566454026572,East Asia & Pacific,High income
GUY,Guyana,2000,166220,196849.9974,566.431494400416,Latin America & Caribbean,Upper middle income
HKG,"Hong Kong SAR, China",2000,,1050.0119,,East Asia & Pacific,High income
HND,Honduras,2000,63920,111889.9943,383.217243581538,Latin America & Caribbean,Lower middle income
HRV,Croatia,2000,18850,55909.9933,226.162940713499,Europe & Central Asia,High income
HTI,Haiti,2000,1090,27560.0087,26.5305758049343,Latin America & Caribbean,Low income
HUN,Hungary,2000,19170,89620.0088,143.488355694069,Europe & Central Asia,High income
IDN,Indonesia,2000,994090,1811570.0092,368.103639116041,East Asia & Pacific,Lower middle income
IMN,Isle of Man,2000,34.60000038,570.0072,40.7188299637404,Europe & Central Asia,High income
IND,India,2000,653900,2973190.0079,147.532669568542,South Asia,Lower middle income
IRL,Ireland,2000,6349.500122,68890.0114,61.8276596313471,Europe & Central Asia,High income
IRN,"Iran, Islamic Rep.",2000,93256.60156,1628759.9874,38.4080290382897,Middle East & North Africa,Upper middle income
IRQ,Iraq,2000,8180,437370.0107,12.5459580349778,Middle East & North Africa,Upper middle income
ISL,Iceland,2000,287.9999924,100249.9904,1.9271151461561,Europe & Central Asia,High income
ISR,Israel,2000,1530,21639.9939,47.4278922971415,Middle East & North Africa,High income
ITA,Italy,2000,83690,294109.9882,190.88127283125,Europe & Central Asia,High income
JAM,Jamaica,2000,3408.999939,10830.0073,211.153250938306,Latin America & Caribbean,Upper middle income
JOR,Jordan,2000,975,88240.005,7.41205477039581,Middle East & North Africa,Upper middle income
JPN,Japan,2000,248760,364499.9981,457.807123374029,East Asia & Pacific,High income
KAZ,Kazakhstan,2000,33650,2699699.9939,8.3612092273228,Europe & Central Asia,Upper middle income
KEN,Kenya,2000,35570,569139.9903,41.9241524170929,Sub-Saharan Africa,Lower middle income
KGZ,Kyrgyz Republic,2000,8582.999878,191799.9895,30.0185738444015,Europe & Central Asia,Lower middle income
KHM,Cambodia,2000,115460,176519.9996,438.770240060662,East Asia & Pacific,Lower middle income
KIR,Kiribati,2000,121.4999962,809.9966,100.621919216602,East Asia & Pacific,Lower middle income
KNA,St. Kitts and Nevis,2000,110,260.0101,283.793206494671,Latin America & Caribbean,High income
KOR,"Korea, Rep.",2000,62880,96459.9916,437.285263043709,East Asia & Pacific,High income
KWT,Kuwait,2000,48.49999905,17820.0029,1.82571711942485,Middle East & North Africa,High income
LAO,Lao PDR,2000,165259.9023,230800.0023,480.320597734513,East Asia & Pacific,Lower middle income
LBN,Lebanon,2000,1310,10230.0079,85.900334446467,Middle East & North Africa,Upper middle income
LBR,Liberia,2000,46290,96320.0021,322.381584541099,Sub-Saharan Africa,Low income
LBY,Libya,2000,2170,1759539.9913,0.827294467416178,Middle East & North Africa,Upper middle income
LCA,St. Lucia,2000,212.0000076,609.9968,233.135198575068,Latin America & Caribbean,Upper middle income
LIE,Liechtenstein,2000,69.00000095,160.0102,289.268375623988,Europe & Central Asia,High income
LKA,Sri Lanka,2000,21920,62710.0124,234.478588621679,South Asia,Lower middle income
LSO,Lesotho,2000,420,30360.0059,9.27997843373278,Sub-Saharan Africa,Lower middle income
LTU,Lithuania,2000,20200,62679.9943,216.183204088134,Europe & Central Asia,High income
LUX,Luxembourg,2000,866.9999695,2429.9898,239.339378930848,Europe & Central Asia,High income
LVA,Latvia,2000,32410,62196.001,349.555465792728,Europe & Central Asia,High income
MAC,"Macao SAR, China",2000,,19.9948,,East Asia & Pacific,High income
MAF,St. Martin (French part),2000,10,54.39,123.333333333333,Latin America & Caribbean,High income
MAR,Morocco,2000,49930,446299.994,75.0471515802888,Middle East & North Africa,Lower middle income
MCO,Monaco,2000,,1.9943,,Europe & Central Asia,High income
MDA,Moldova,2000,3240,32879.9982,66.1017189471744,Europe & Central Asia,Lower middle income
MDG,Madagascar,2000,130230,581540.0038,150.221112441379,Sub-Saharan Africa,Low income
MDV,Maldives,2000,10,299.9997,22.360355693689,South Asia,Upper middle income
MEX,Mexico,2000,678560,1943950.0115,234.154598064365,Latin America & Caribbean,Upper middle income
MHL,Marshall Islands,2000,126.4000034,180.005,471.04461698705,East Asia & Pacific,Upper middle income
MKD,North Macedonia,2000,9580,25429.9927,252.707890081305,Europe & Central Asia,Upper middle income
MLI,Mali,2000,59000,1220189.9997,32.4357600125642,Sub-Saharan Africa,Low income
MLT,Malta,2000,3.49999994,319.9945,7.33711035580736,Middle East & North Africa,High income
MMR,Myanmar,2000,348680,653540.0095,357.893973436985,East Asia & Pacific,Lower middle income
MNE,Montenegro,2000,6260,13449.9995,312.213439115741,Europe & Central Asia,Upper middle income
MNG,Mongolia,2000,117170,1553560.0108,50.5927078153395,East Asia & Pacific,Lower middle income
MNP,Northern Mariana Islands,2000,319.5999908,460.0099,466.057077964079,East Asia & Pacific,High income
MOZ,Mozambique,2000,411880,786379.9958,351.348234028921,Sub-Saharan Africa,Low income
MRT,Mauritania,2000,3170,1030700.0053,2.06312961003727,Sub-Saharan Africa,Lower middle income
MUS,Mauritius,2000,419.0000153,2029.9902,138.458501062415,Sub-Saharan Africa,Upper middle income
MWI,Malawi,2000,35670,94279.9886,253.795031748657,Sub-Saharan Africa,Low income
MYS,Malaysia,2000,215910,328549.9952,440.829673462129,East Asia & Pacific,Upper middle income
NAM,Namibia,2000,80320,823290.0081,65.4440824860048,Sub-Saharan Africa,Upper middle income
NCL,New Caledonia,2000,8390,18280.0128,307.882492292347,East Asia & Pacific,High income
NER,Niger,2000,13280,1266700.0024,7.03272817803857,Sub-Saharan Africa,Low income
NGA,Nigeria,2000,131370,910770.0035,96.7580282193604,Sub-Saharan Africa,Lower middle income
NIC,Nicaragua,2000,38140,120339.9988,212.603404147616,Latin America & Caribbean,Lower middle income
NLD,Netherlands,2000,3600,33760.0025,71.5318667408274,Europe & Central Asia,High income
NOR,Norway,2000,121130,365243.9756,222.468324539834,Europe & Central Asia,High income
NPL,Nepal,2000,39000,143349.9991,182.501500971408,South Asia,Low income
NRU,Nauru,2000,,19.9948,,East Asia & Pacific,Upper middle income
NZL,New Zealand,2000,101390,263309.9931,258.301726794584,East Asia & Pacific,High income
OMN,Oman,2000,20,309500.0013,0.0433479804318178,Middle East & North Africa,High income
PAK,Pakistan,2000,21160,770880.0113,18.4131633872085,South Asia,Lower middle income
PAN,Panama,2000,48670,74339.993,439.175756984535,Latin America & Caribbean,High income
PER,Peru,2000,761470,1279999.9891,399.063824257653,Latin America & Caribbean,Upper middle income
PHL,Philippines,2000,70270,298169.9945,158.090416773979,East Asia & Pacific,Lower middle income
PLW,Palau,2000,395.9000015,460.0099,577.321662003828,East Asia & Pacific,High income
PNG,Papua New Guinea,2000,336000,452859.9978,497.708256624471,East Asia & Pacific,Lower middle income
POL,Poland,2000,90590,306290.0071,198.402417615145,Europe & Central Asia,High income
PRI,Puerto Rico,2000,4500.899963,8869.9989,340.388847644618,Latin America & Caribbean,High income
PRK,"Korea, Dem. People’s Rep.",2000,69330,120410.0065,386.240800510213,East Asia & Pacific,Low income
PRT,Portugal,2000,33430,91500.0121,245.083883436995,Europe & Central Asia,High income
PRY,Paraguay,2000,193680,397299.9912,327.013550661262,Latin America & Caribbean,Upper middle income
PSE,West Bank and Gaza,2000,90.79999924,6019.9888,10.1178838555621,Middle East & North Africa,Lower middle income
PYF,French Polynesia,2000,1050,3660.0067,192.445139512996,East Asia & Pacific,High income
QAT,Qatar,2000,,11610.0117,,Middle East & North Africa,High income
ROU,Romania,2000,63660,229710.0008,185.902940452212,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2000,8092685,16381340.003,331.392549318665,Europe & Central Asia,Upper middle income
RWA,Rwanda,2000,3440,24670.009,93.5381255839834,Sub-Saharan Africa,Low income
SAU,Saudi Arabia,2000,9770,2149690.0026,3.04872502178143,Middle East & North Africa,High income
SDN,Sudan,2000,,,,Sub-Saharan Africa,Lower middle income
SEN,Senegal,2000,88980,192530.0069,310.022706387801,Sub-Saharan Africa,Low income
SGP,Singapore,2000,163.5000038,670.0071,163.69593329545,East Asia & Pacific,High income
SLB,Solomon Islands,2000,22680,27990.0005,543.550215370664,East Asia & Pacific,Lower middle income
SLE,Sierra Leone,2000,29220,72180.0107,271.558122670104,Sub-Saharan Africa,Low income
SLV,El Salvador,2000,3320,20720,107.485,Latin America & Caribbean,Lower middle income
SMR,San Marino,2000,,60.0103,,Europe & Central Asia,High income
SOM,Somalia,2000,75150,627340.0098,80.3573352767209,Sub-Saharan Africa,Low income
SRB,Serbia,2000,24760,87460.0006,189.906877270248,Europe & Central Asia,Upper middle income
SSD,South Sudan,2000,,,,Sub-Saharan Africa,Low income
STP,Sao Tome and Principe,2000,560,960.0094,391.302001834565,Sub-Saharan Africa,Lower middle income
SUR,Suriname,2000,153910,155999.9994,661.822868571114,Latin America & Caribbean,Upper middle income
SVK,Slovak Republic,2000,19210,48100.0037,267.905594776493,Europe & Central Asia,High income
SVN,Slovenia,2000,12330,20139.9954,410.679701545513,Europe & Central Asia,High income
SWE,Sweden,2000,281630,410339.9937,460.399237706573,Europe & Central Asia,High income
SWZ,Eswatini,2000,5180,17200.0087,202.0229094419,Sub-Saharan Africa,Lower middle income
SXM,Sint Maarten (Dutch part),2000,,34.0067,,Latin America & Caribbean,High income
SYC,Seychelles,2000,406.6999817,460.0099,593.070746356061,Sub-Saharan Africa,High income
SYR,Syrian Arab Republic,2000,4320,183780.0027,15.7683053511023,Middle East & North Africa,Low income
TCA,Turks and Caicos Islands,2000,344.0000153,950.012,242.900774162214,Latin America & Caribbean,High income
TCD,Chad,2000,63260,1259200.0099,33.7003178735442,Sub-Saharan Africa,Low income
TGO,Togo,2000,4860,54390,59.94,Sub-Saharan Africa,Low income
THA,Thailand,2000,170110,510890.0097,223.358231582973,East Asia & Pacific,Upper middle income
TJK,Tajikistan,2000,4100,139959.9999,19.6507645181843,Europe & Central Asia,Low income
TKM,Turkmenistan,2000,41270,469929.9885,58.9116025311928,Europe & Central Asia,Upper middle income
TLS,Timor-Leste,2000,8540,14869.9929,385.253539697386,East Asia & Pacific,Lower middle income
TON,Tonga,2000,90,719.9941,83.8519371200403,East Asia & Pacific,Upper middle income
